gender,age,survey_score,days_member,days_last_visit
M,45,3,82,46
M,35,7,30,13
F,54,3,250,119
F,30,8,187,14
M,61,2,180,18
M,62,2,89,89
F,43,3,293,47
M,42,3,85,9
M,53,2,30,30
M,58,2,170,38
M,33,9,127,14
F,57,2,168,82
M,35,9,91,12
F,42,3,207,27
F,38,3,229,62
F,58,2,175,125
M,27,8,219,1
F,52,2,183,109
F,38,3,146,2
M,58,2,214,88
M,26,6,159,2
F,32,8,299,4
F,30,9,107,4
F,51,1,303,124
M,55,2,163,28
F,36,9,169,6
M,42,3,30,30
M,44,4,147,31
F,29,7,298,3
F,27,8,179,0
F,43,3,360,0
M,35,9,98,14
M,41,3,173,44
F,27,8,364,0
M,26,8,30,3
M,58,1,69,59
M,44,2,350,14
M,32,7,239,3
M,48,3,81,14
M,45,3,183,42
M,32,6,180,19
F,59,2,226,126
M,20,8,363,3
F,30,7,328,15
F,51,1,30,30
F,36,8,129,7
F,61,1,123,88
M,37,4,37,36
M,43,4,86,40
M,56,1,171,67
M,43,2,41,22
M,47,2,138,55
M,65,1,88,88
F,59,2,62,62
M,36,6,104,6
F,43,3,101,32
M,47,3,30,30
M,40,2,340,41
F,43,3,178,10
F,27,8,79,3
F,55,2,218,155
M,46,2,298,14
F,58,1,30,30
M,32,8,100,16
M,56,1,161,150
M,41,4,30,30
F,55,3,30,30
F,50,4,145,43
M,42,4,116,29
F,36,2,302,47
F,25,9,305,1
M,36,7,252,16
F,35,7,112,5
F,52,2,297,110
F,27,8,326,1
F,34,7,30,4
F,42,3,152,35
F,45,4,365,27
F,51,2,220,57
F,39,2,236,46
M,45,2,101,57
M,32,8,154,5
F,31,7,75,18
F,32,7,184,16
M,61,2,324,69
M,58,2,122,93
M,35,8,248,18
M,30,7,30,9
F,60,2,315,155
F,59,3,198,67
F,46,2,298,24
F,51,2,30,30
F,35,8,297,13
F,31,8,255,6
M,39,4,295,48
F,23,8,213,1
F,32,8,244,10
M,33,8,167,8
F,39,3,142,10
F,42,3,30,30
F,64,3,288,57
F,57,2,141,102
F,37,7,309,6
M,41,3,257,37
F,44,3,196,43
F,24,8,153,3
F,51,3,134,69
M,50,3,30,30
F,39,8,127,18
F,44,4,30,30
F,55,2,30,30
F,51,2,111,106
F,22,8,222,4
F,58,2,30,30
F,64,2,255,93
F,51,2,259,63
F,21,8,126,0
F,57,2,359,88
M,23,9,249,4
M,41,3,200,29
M,39,6,191,2
M,44,3,199,21
M,45,3,214,32
F,30,8,125,8
M,36,8,30,7
M,44,3,143,53
F,45,2,178,66
F,29,9,30,2
F,44,3,261,35
F,26,8,82,2
F,63,1,202,107
M,42,4,213,25
F,22,8,239,0
F,36,8,316,13
M,24,7,169,3
F,55,3,187,127
M,62,2,95,95
M,37,10,39,13
M,61,2,300,76
M,58,2,162,117
M,34,7,132,14
M,46,2,167,0
F,33,8,153,4
F,49,3,30,18
M,23,9,239,0
M,60,1,114,57
F,26,7,147,1
F,27,8,278,2
M,59,2,225,186
F,36,8,115,6
M,48,4,179,9
M,47,4,207,23
F,50,3,306,51
M,32,7,172,16
M,34,9,214,14
F,55,2,40,40
F,48,3,135,34
M,54,1,279,27
M,34,8,30,17
M,26,7,186,0
F,54,2,242,93
M,47,3,283,20
M,50,2,293,55
M,44,4,336,49
F,32,9,274,16
F,31,8,288,8
F,36,8,278,8
M,43,3,215,42
F,40,2,30,18
F,37,2,148,25
M,44,2,361,20
M,59,3,154,149
M,50,2,216,47
M,51,1,215,93
F,59,2,58,58
M,60,1,113,113
F,45,4,112,24
M,46,4,268,21
M,53,1,115,104
F,51,1,361,3
M,59,2,284,60
M,46,3,116,1
M,53,2,148,68
F,19,8,157,1
M,43,3,48,48
F,55,2,118,80
M,40,3,347,5
M,57,1,98,98
F,37,9,261,7
M,31,8,205,17
M,48,3,342,27
F,32,10,156,6
F,39,4,336,20
M,23,8,196,1
F,60,1,130,108
M,62,2,325,104
F,36,9,207,8
M,62,1,348,94
M,63,1,142,87
F,32,8,364,2
F,35,8,181,7
F,58,2,165,80
F,48,2,315,32
M,42,2,185,36
M,39,3,133,39
F,50,2,365,53
F,48,2,199,42
M,37,9,151,12
M,46,3,228,21
F,36,3,330,40
M,60,2,238,107
F,24,7,67,6
M,47,3,315,49
F,41,4,223,48
F,41,3,30,12
F,32,7,337,17
F,42,4,87,27
M,36,8,275,15
M,45,3,335,27
F,22,8,220,4
M,21,8,192,0
F,43,3,152,42
F,42,3,104,36
F,21,8,60,2
M,34,9,188,1
M,43,4,293,50
F,38,3,138,46
M,45,3,159,39
F,27,7,74,0
F,47,3,278,36
M,38,4,130,49
M,38,2,216,54
M,52,1,75,75
M,28,8,51,3
F,30,8,148,13
F,42,4,181,19
M,43,4,148,50
M,63,3,186,66
M,42,3,188,54
M,33,8,30,9
F,51,2,149,60
F,33,7,121,3
F,46,3,56,56
F,53,2,30,30
M,45,4,214,47
M,42,3,248,55
F,25,10,141,5
M,36,7,170,24
M,58,2,362,8
F,20,7,132,0
F,41,3,246,33
F,60,2,134,102
M,35,7,172,8
F,58,1,208,80
M,23,8,190,4
M,59,1,192,140
F,28,8,30,3
F,60,3,363,74
M,32,7,359,6
M,37,9,199,9
F,36,3,68,26
F,32,8,312,20
F,59,2,101,101
F,26,7,70,0
M,41,3,79,33
F,42,2,61,27
F,36,8,170,3
M,49,4,164,30
F,61,1,278,47
M,57,1,57,57
M,22,7,50,3
M,36,4,111,41
F,42,3,47,20
M,34,8,188,15
F,59,2,256,33
F,28,8,217,1
M,52,2,195,143
F,45,3,177,32
M,40,3,292,34
M,22,7,108,2
F,28,8,139,4
F,23,8,30,3
F,34,8,210,9
F,31,9,279,8
M,50,4,56,52
F,26,8,200,1
F,45,2,365,53
F,40,2,39,39
M,62,2,83,65
M,54,2,58,58
M,34,8,80,8
M,46,3,302,35
M,36,8,217,1
M,24,9,254,0
F,25,7,35,0
F,64,1,139,43
M,46,2,232,26
M,43,3,326,52
F,36,8,140,11
F,51,1,358,65
M,26,8,95,2
F,38,3,229,24
M,57,2,43,43
M,49,3,30,26
F,34,8,191,10
F,45,2,276,9
F,28,8,61,1
M,39,9,255,3
F,41,3,130,26
F,65,2,204,87
F,49,3,228,43
M,30,8,218,14
M,22,9,50,0
M,56,1,199,36
F,24,8,163,0
M,20,8,58,1
F,36,8,348,14
F,34,9,226,16
M,51,2,127,33
M,44,3,155,10
F,35,8,58,8
F,40,3,210,49
F,36,8,291,19
M,52,3,156,74
F,27,7,173,0
M,48,3,361,36
M,43,3,132,34
M,36,8,156,21
M,60,1,267,186
F,46,3,123,44
M,28,10,99,5
F,30,8,31,8
F,40,3,132,31
F,53,2,132,7
F,36,8,228,3
F,36,8,364,4
F,32,8,140,6
F,33,8,278,8
M,36,2,265,35
F,42,3,148,8
M,65,2,223,90
F,48,3,45,41
M,35,8,74,22
F,59,2,271,100
M,22,8,166,1
M,33,9,231,1
M,59,2,242,30
F,61,1,213,43
M,24,8,264,0
M,24,9,265,2
F,53,1,96,55
F,35,9,260,2
M,47,4,181,47
F,26,7,216,1
F,30,8,134,10
F,35,9,200,10
M,51,1,58,58
F,21,9,152,4
M,33,8,33,1
F,35,8,84,8
M,23,8,125,0
M,63,1,190,128
M,35,8,263,12
M,24,8,46,2
F,55,2,132,132
M,20,8,250,4
M,43,3,226,32
F,39,3,97,37
M,44,3,107,21
M,64,1,312,117
M,44,3,56,39
M,43,4,156,52
M,47,3,361,70
M,35,8,30,4
F,45,3,248,38
M,26,8,126,3
F,46,2,228,32
M,59,2,263,58
M,39,2,167,22
M,36,2,119,70
F,36,9,178,12
M,39,3,261,41
F,20,8,139,4
M,33,8,288,1
F,44,3,30,30
M,35,8,30,13
M,24,8,200,3
F,38,9,121,3
M,64,1,212,71
F,27,8,77,3
M,56,1,144,140
M,35,9,134,13
M,56,3,30,30
M,56,2,354,39
M,35,8,355,1
F,43,3,196,20
M,51,1,248,118
M,36,9,100,9
F,19,8,275,4
F,45,2,120,13
F,40,3,68,38
F,35,9,300,7
F,48,3,30,24
M,36,3,100,35
M,43,3,322,40
F,40,3,296,28
F,38,4,88,25
M,22,8,299,1
F,38,8,315,11
M,34,7,222,11
F,23,8,222,0
M,63,2,205,79
M,42,3,103,23
F,42,3,317,42
M,36,8,226,5
M,39,3,157,46
M,57,1,216,97
F,50,2,210,33
M,37,2,228,38
M,35,8,30,4
M,42,3,30,30
M,62,2,203,186
F,34,8,228,2
M,48,3,153,44
F,63,2,160,90
F,47,3,234,40
M,37,7,30,4
F,20,8,215,0
M,34,8,124,2
F,37,8,200,19
M,58,3,148,70
M,33,8,160,9
M,63,2,147,97
M,55,1,62,62
M,37,9,155,26
M,22,8,287,0
M,23,8,120,1
M,22,8,320,2
M,35,8,106,18
F,25,8,89,6
M,54,3,127,115
M,63,1,117,57
F,40,4,30,30
F,36,8,247,5
M,41,3,238,19
F,26,8,48,3
F,44,3,365,30
M,65,2,65,65
M,63,1,168,58
F,35,7,171,7
F,31,8,335,12
F,37,9,262,1
M,40,3,223,12
M,56,2,303,122
F,41,3,230,10
F,20,8,102,2
M,31,7,284,9
F,36,7,343,10
F,58,1,201,127
M,56,2,202,125
F,50,2,30,19
F,39,4,164,41
F,34,8,181,20
F,59,3,163,80
F,28,8,187,3
F,47,3,84,1
M,47,3,361,38
M,51,2,360,148
M,45,3,30,21
M,39,7,269,25
M,48,3,126,69
M,40,2,200,59
M,57,2,173,124
F,27,8,219,0
F,38,9,54,3
F,46,3,90,19
F,48,2,224,32
M,34,8,175,7
F,18,8,207,1
F,32,8,226,9
M,39,8,245,9
F,55,2,147,102
F,38,9,307,15
F,61,2,188,92
F,58,2,164,112
M,31,9,105,11
M,53,1,42,42
F,41,2,143,42
M,44,3,205,21
F,34,8,211,5
F,42,3,146,32
F,33,8,189,6
M,57,1,30,30
F,43,3,161,10
M,32,6,62,4
F,33,7,330,11
F,36,9,281,13
M,43,4,244,30
M,44,4,67,49
F,30,8,128,10
M,24,8,149,1
M,38,3,121,22
F,58,2,134,74
F,51,3,72,59
F,35,8,285,12
M,49,3,155,36
M,23,7,117,2
F,39,8,306,2
M,39,2,305,36
M,34,9,228,7
M,39,7,185,11
F,29,9,304,2
M,41,2,167,22
F,46,3,331,43
F,24,7,221,3
F,19,8,30,0
M,57,2,127,84
M,56,2,30,30
F,63,1,245,130
M,49,3,94,37
M,39,8,122,23
F,25,9,256,2
M,47,4,111,0
F,34,8,72,13
M,36,3,278,43
M,63,2,118,86
M,36,10,30,1
F,34,8,148,19
F,42,3,240,52
F,42,3,220,37
M,22,8,149,0
F,23,9,149,1
M,25,9,174,2
F,45,3,160,51
M,23,8,200,1
F,45,4,273,30
M,56,2,160,59
M,58,1,145,101
M,31,8,277,1
M,37,7,210,10
M,44,3,222,12
M,41,4,257,12
F,32,8,364,11
F,50,4,104,42
M,45,2,278,45
M,62,3,314,153
M,51,1,30,30
M,59,2,31,31
M,45,3,219,28
F,32,9,262,11
F,47,3,186,37
M,48,2,30,30
M,27,8,185,2
M,30,8,191,1
F,32,7,241,10
F,48,3,122,24
M,48,2,225,53
F,36,3,166,27
M,49,4,104,13
M,58,2,233,85
F,34,9,251,11
M,33,8,273,5
M,37,4,39,14
M,48,2,99,29
F,54,1,162,67
M,36,7,256,7
M,21,8,136,4
F,25,10,153,5
M,45,4,137,50
F,46,3,253,24
M,32,8,130,10
M,35,9,30,5
M,47,3,91,48
M,23,7,176,2
F,44,2,246,39
M,42,3,249,50
M,65,2,281,40
M,33,8,89,1
M,51,1,143,74
M,31,9,359,4
F,34,7,104,0
M,36,9,258,2
M,57,2,175,124
M,25,9,149,3
M,37,8,146,9
M,47,3,48,37
M,34,8,129,24
F,45,4,338,29
F,55,1,291,152
F,21,8,225,2
F,46,2,65,33
F,41,2,30,26
M,38,9,64,11
M,44,3,127,44
M,54,2,30,30
M,23,9,215,1
M,46,3,361,35
F,29,8,96,3
F,26,8,364,5
F,22,8,96,0
F,60,2,314,42
F,18,9,236,0
M,34,9,157,16
M,27,9,317,2
M,33,9,46,14
F,53,2,151,77
F,33,7,267,8
F,34,8,303,7
F,26,7,204,6
M,37,10,97,9
F,51,1,107,107
F,38,8,168,2
F,20,8,206,3
M,52,2,148,52
F,35,8,282,2
M,55,1,300,134
M,63,1,362,3
M,24,7,288,2
M,38,3,188,53
M,39,7,215,12
F,33,7,103,5
M,60,2,138,27
F,35,9,186,5
M,26,8,248,0
M,49,2,361,33
M,56,3,258,72
F,28,7,210,3
M,20,8,91,3
M,34,8,65,9
M,56,2,180,127
F,53,2,94,91
F,40,3,178,36
M,26,8,214,3
M,50,4,64,24
F,35,8,256,4
M,44,3,194,47
M,42,2,69,40
F,49,2,214,30
M,61,2,334,113
M,20,8,145,1
M,33,9,180,4
F,43,2,182,50
M,33,9,96,4
F,39,9,316,11
M,21,8,129,0
M,39,8,201,3
M,36,7,134,15
M,41,2,30,30
M,47,2,306,35
F,23,8,248,3
F,37,4,165,33
F,35,8,150,17
M,33,8,193,13
M,33,9,270,7
M,61,2,227,157
F,26,8,218,0
M,60,2,258,97
M,54,2,32,32
F,40,3,292,50
F,30,8,149,9
F,25,8,79,0
M,38,4,121,40
F,34,8,257,0
F,35,8,262,14
M,43,3,192,16
F,24,7,266,2
F,54,1,205,47
F,39,8,89,9
F,34,8,219,0
F,24,9,30,3
F,42,2,54,23
F,39,4,365,49
F,41,2,191,37
M,65,2,30,21
F,25,7,364,0
F,46,2,53,41
M,44,2,30,0
F,35,8,30,0
M,33,7,256,10
F,24,9,195,4
M,39,3,154,56
M,33,9,30,13
F,30,8,296,12
M,30,7,144,21
F,48,4,82,45
F,30,7,180,12
F,56,1,270,81
F,60,1,181,162
M,43,3,339,26
F,29,8,266,2
F,62,1,200,104
F,24,8,90,0
M,56,2,348,110
M,34,8,314,12
M,50,4,133,29
M,23,7,211,4
F,19,8,202,1
M,44,2,277,43
M,53,2,288,91
M,22,8,211,4
M,39,9,81,14
M,37,8,235,7
M,36,3,182,48
F,39,4,94,20
F,54,1,215,46
M,33,9,190,13
F,20,8,89,4
F,56,2,283,80
M,46,4,127,5
F,43,2,41,6
M,33,8,51,10
M,41,4,87,56
M,40,3,155,3
F,28,7,307,3
M,38,3,267,31
F,35,8,236,11
M,56,2,250,60
F,36,4,33,20
M,38,8,359,8
F,44,3,215,9
F,34,8,219,6
M,58,1,249,120
F,63,1,186,120
M,64,3,263,141
F,18,7,203,3
F,25,8,211,1
F,49,3,64,28
F,27,8,210,2
M,35,8,135,1
M,50,3,222,12
F,39,4,149,31
F,23,8,102,2
F,47,2,51,20
M,60,1,136,114
M,45,4,62,34
M,58,2,30,30
F,31,7,109,14
M,34,8,157,10
F,47,3,180,30
M,50,3,30,25
M,65,2,171,156
M,35,9,359,9
F,19,8,66,0
M,34,8,304,8
F,42,3,254,67
M,37,9,174,1
M,33,8,161,6
F,48,3,219,4
F,45,3,126,7
M,41,3,179,20
F,42,3,159,49
M,50,3,250,11
F,35,9,364,12
M,38,4,260,40
F,37,8,281,14
M,59,2,167,137
M,59,2,330,28
F,35,9,364,12
M,45,4,79,24
M,27,8,245,2
F,50,2,339,49
M,29,7,271,3
M,44,3,298,33
F,53,2,62,62
M,25,9,363,3
F,62,1,220,57
F,34,8,45,8
F,35,8,91,5
F,29,8,233,0
M,45,3,145,27
F,55,2,275,15
M,50,3,104,31
M,61,2,192,126
M,50,3,76,20
F,27,8,73,3
M,52,2,300,74
M,35,8,120,15
F,55,2,30,30
F,39,3,30,30
F,65,3,270,123
M,48,3,265,0
M,44,4,30,30
F,42,3,30,28
F,32,7,258,0
M,34,8,30,5
F,38,7,312,4
F,65,3,143,97
M,38,8,134,14
M,43,3,82,17
M,26,9,123,5
M,25,8,168,1
M,60,1,361,140
M,57,1,112,112
F,18,9,115,0
M,38,7,107,4
F,43,2,57,57
F,40,4,292,33
M,53,2,93,72
M,46,3,51,50
F,25,7,184,1
M,28,8,30,3
M,63,1,362,79
M,36,8,38,1
F,38,8,245,0
F,38,4,166,24
M,42,2,57,10
M,65,2,254,73
M,61,1,141,141
F,26,8,120,3
F,37,3,225,29
M,43,4,91,49
F,38,8,103,16
F,56,1,266,63
M,48,2,125,8
F,53,2,30,30
M,35,8,244,18
M,53,2,362,95
M,50,2,236,57
F,54,2,251,105
M,49,3,169,20
M,32,9,51,4
M,63,2,337,131
F,53,2,135,15
F,24,10,117,1
M,30,7,198,8
F,59,1,171,109
F,23,7,30,1
M,48,3,79,36
M,47,2,30,30
M,21,8,163,4
M,46,3,218,22
F,40,2,125,10
F,43,3,193,37
M,31,8,30,13
F,21,8,216,2
M,32,8,291,12
M,41,3,345,43
M,31,8,221,18
F,44,3,122,34
F,44,3,59,33
M,42,3,174,58
F,34,8,180,6
M,40,3,78,58
M,43,4,117,26
M,46,3,232,16
F,22,8,83,3
F,30,8,243,19
F,43,3,258,47
F,43,2,275,36
F,20,8,345,1
F,40,3,30,30
F,35,9,143,9
F,45,3,61,29
M,39,2,228,41
F,47,3,279,9
M,25,7,229,1
M,43,3,186,39
M,36,8,132,19
F,61,2,188,111
F,60,1,102,54
M,60,2,274,57
F,20,8,143,1
M,47,3,188,38
M,44,3,89,37
F,19,7,47,5
F,44,3,105,48
F,37,8,321,0
F,62,3,252,100
F,31,9,256,11
M,47,3,263,6
M,43,3,340,35
M,28,8,363,3
M,22,8,359,5
F,55,3,36,36
M,33,8,30,20
F,35,8,134,12
F,31,8,314,12
F,38,7,196,14
F,37,8,296,16
M,40,3,211,60
F,33,7,310,11
M,57,2,102,102
M,57,2,67,67
F,63,2,189,98
M,24,9,188,1
M,43,2,85,49
F,56,2,272,65
M,48,4,312,47
F,51,3,363,133
M,37,4,323,14
F,31,7,182,6
F,61,3,177,143
M,63,2,322,164
F,40,2,229,45
F,24,9,83,3
F,45,3,108,13
F,33,8,30,6
F,37,4,132,0
F,33,8,235,16
F,36,8,289,10
F,27,7,310,2
M,55,1,125,125
M,27,8,30,0
F,64,3,57,57
M,36,3,30,30
M,37,3,170,30
F,62,1,88,70
M,55,2,214,54
F,53,2,268,97
F,63,1,134,134
F,45,3,120,33
M,47,3,53,37
F,54,2,83,83
F,47,2,30,27
M,58,2,50,50
F,23,9,194,1
F,37,8,364,7
M,32,8,184,9
M,37,8,64,11
F,29,8,213,3
M,40,3,276,42
M,39,8,284,12
M,43,4,337,35
M,39,3,86,48
M,47,2,164,22
M,45,3,35,19
F,45,3,92,22
F,59,2,144,54
M,39,2,297,43
M,61,1,228,16
F,34,7,266,7
M,24,8,361,5
M,57,2,188,91
F,46,3,62,16
F,38,3,115,43
F,33,8,168,10
F,56,1,81,54
M,41,3,168,18
M,63,1,319,89
F,33,7,176,17
M,24,9,67,1
M,42,2,46,36
M,59,1,186,66
M,40,4,134,39
F,42,3,30,18
M,42,3,151,42
F,42,3,178,28
M,57,1,82,82
F,36,7,293,7
M,38,4,79,12
F,24,7,150,0
M,51,1,292,70
M,60,1,352,77
M,36,2,253,19
F,29,8,196,5
F,38,7,323,2
M,27,8,182,1
F,33,8,300,12
M,38,3,89,39
F,35,8,55,17
M,26,8,238,1
M,56,2,173,89
M,37,10,359,6
F,58,2,179,89
M,41,3,174,10
F,46,2,300,71
M,34,8,30,12
M,34,8,217,8
M,34,6,56,14
M,40,2,30,30
M,54,1,193,65
M,28,9,308,4
M,46,4,214,19
M,42,3,323,11
F,48,3,145,51
F,53,2,278,148
M,22,8,30,4
F,54,2,173,95
M,36,2,30,30
M,47,3,150,36
F,58,2,236,108
F,55,2,363,7
M,44,2,91,30
M,35,9,101,5
M,60,1,38,38
F,32,8,283,4
M,36,8,211,11
F,46,3,105,35
F,39,3,192,22
F,43,4,30,30
M,22,8,214,1
F,59,1,30,30
M,59,2,229,69
F,46,3,119,48
M,61,3,174,77
M,40,3,30,30
F,27,8,119,1
M,31,6,359,13
M,42,3,206,36
F,25,8,70,3
F,54,3,289,116
M,40,4,143,18
M,47,3,142,34
M,36,8,268,13
F,35,8,131,7
M,63,1,153,80
M,41,3,187,30
M,40,4,99,49
M,39,2,133,39
M,33,8,65,13
F,40,3,247,16
M,43,3,296,44
M,36,7,218,12
F,52,2,154,86
F,51,3,211,113
F,60,2,201,42
M,62,2,301,89
M,47,3,30,30
M,58,2,185,98
F,21,8,181,0
M,37,7,69,6
M,38,3,165,70
M,39,3,202,35
F,26,8,42,0
M,30,7,254,2
F,25,8,211,1
M,45,2,34,34
F,36,3,233,32
F,38,3,30,30
M,41,2,184,42
M,59,2,362,136
F,22,7,141,2
M,36,8,124,9
M,45,3,123,36
M,65,2,240,28
F,60,1,51,40
M,29,8,49,3
F,29,8,252,3
M,23,8,120,2
F,26,10,297,2
F,37,9,318,5
F,33,8,317,16
M,32,8,270,6
F,25,9,30,2
M,32,8,87,7
M,58,2,150,110
F,51,2,173,109
M,64,1,150,76
M,40,3,162,47
M,46,2,316,30
F,39,3,262,25
F,61,2,281,64
M,28,8,207,2
M,61,2,273,100
F,22,8,209,0
F,41,4,304,14
F,41,3,202,18
M,42,2,279,51
M,42,3,163,30
M,43,3,195,36
F,57,1,348,3
F,49,4,365,15
M,29,8,30,4
M,54,2,143,3
M,31,8,49,16
F,44,4,89,46
F,38,8,222,13
F,33,8,247,0
M,48,3,30,30
F,25,8,156,3
M,55,2,190,67
F,39,3,272,52
F,58,2,116,104
F,43,4,186,18
M,22,8,304,2
M,61,2,285,67
F,41,4,300,62
F,60,2,151,94
M,65,2,271,184
F,48,4,74,32
F,55,2,253,92
M,43,3,152,39
M,48,3,361,40
M,29,7,286,2
F,36,8,160,8
F,33,8,109,7
M,57,2,101,37
F,60,3,152,87
M,38,3,254,19
M,27,9,233,6
M,26,7,173,1
M,56,3,170,49
M,45,4,254,34
M,45,3,166,70
M,43,3,246,42
F,48,3,131,38
M,36,3,209,28
F,35,9,321,11
M,41,3,92,31
M,28,7,57,2
M,57,3,115,115
M,46,3,77,32
F,43,3,170,67
F,39,3,104,33
F,47,3,186,44
M,47,3,190,69
M,56,2,67,67
M,38,3,139,28
F,35,8,153,10
M,23,8,268,1
M,35,7,41,14
F,33,9,150,1
M,39,8,219,12
F,19,10,241,2
M,61,2,251,56
M,28,10,142,3
M,31,8,252,14
M,56,2,57,57
M,43,3,153,37
F,23,8,65,1
M,33,9,164,3
M,65,1,183,59
F,35,8,65,19
F,38,8,160,18
F,26,8,249,0
F,65,1,73,73
F,36,9,65,7
M,36,8,194,13
F,36,9,179,10
F,27,7,30,4
F,46,3,122,9
F,44,3,347,31
M,45,3,153,36
F,45,2,174,48
M,31,9,224,15
M,35,8,30,14
M,45,3,211,43
M,18,8,30,0
F,27,8,349,2
F,44,3,169,52
M,39,3,245,45
F,37,9,364,8
M,21,8,128,0
M,32,7,309,21
F,63,2,202,76
F,35,9,323,1
M,57,1,30,30
F,24,7,132,2
F,45,2,239,48
M,60,1,213,50
M,23,8,35,1
M,26,8,355,2
M,39,6,157,19
M,26,7,215,5
F,20,8,150,1
F,29,9,295,3
F,22,8,155,1
M,35,8,70,16
F,54,1,166,59
F,50,3,307,16
M,37,8,359,16
F,56,1,37,37
F,23,7,30,4
M,46,3,161,37
M,50,3,158,32
M,42,3,43,41
F,30,7,166,12
F,39,8,337,3
F,61,2,363,76
M,36,8,191,18
M,38,9,150,3
M,55,2,127,79
M,65,1,362,119
M,39,8,196,12
F,24,7,201,3
M,44,3,159,15
M,40,4,43,43
M,34,9,221,14
F,35,8,132,4
F,47,3,127,50
M,44,4,274,45
F,41,3,55,4
M,44,3,260,40
M,58,1,36,5
M,36,8,85,22
F,34,7,220,15
M,29,9,44,0
F,37,3,30,21
M,24,7,263,1
M,35,7,148,15
M,37,3,93,37
M,65,2,171,171
M,45,3,133,23
F,34,9,30,11
F,30,9,163,11
F,62,1,331,136
M,48,3,256,36
F,41,4,316,41
M,38,4,261,16
M,44,3,117,25
F,41,3,253,55
F,54,1,288,130
M,26,8,68,3
M,25,8,122,2
M,38,8,179,4
M,62,2,115,114
M,25,8,310,2
F,43,3,280,25
F,36,8,364,10
M,46,3,30,0
M,42,3,49,49
M,57,2,137,137
F,57,1,95,60
M,24,8,114,4
M,27,8,85,3
M,57,1,93,68
M,39,3,190,35
M,44,3,256,64
M,21,7,92,4
F,24,9,307,2
F,48,3,234,30
F,39,9,318,0
M,46,3,124,37
F,21,8,199,0
F,37,3,230,38
M,37,3,112,38
F,43,4,30,30
M,30,8,189,11
M,47,3,163,45
M,26,8,288,2
M,58,2,134,116
M,34,8,67,15
M,44,2,361,19
F,42,2,231,66
F,18,7,221,2
M,53,2,228,139
M,38,4,92,56
M,58,2,30,30
M,41,3,264,33
M,47,3,161,25
F,58,1,271,162
F,34,8,30,8
F,54,3,235,143
F,34,8,177,7
F,42,2,97,47
F,46,3,230,20
M,33,8,98,12
F,46,2,198,61
F,43,3,30,30
M,37,7,195,18
M,47,3,270,43
F,21,7,172,5
M,59,2,271,124
F,65,3,96,76
F,33,8,83,16
M,35,7,51,12
F,55,2,42,42
F,58,2,161,19
F,29,8,345,4
F,26,8,143,1
M,37,8,30,10
M,52,3,210,112
M,22,7,139,1
M,65,1,359,126
F,32,7,197,10
F,23,7,77,1
F,34,8,281,0
M,42,2,139,45
M,44,4,182,43
M,34,8,161,13
M,33,6,359,5
M,48,2,213,1
M,33,7,359,16
M,59,1,30,30
F,55,1,30,30
F,59,3,363,88
M,23,7,316,1
F,43,4,134,41
M,42,2,50,50
F,42,3,30,30
F,48,3,259,24
M,28,7,190,4
M,50,3,30,30
F,32,7,272,21
F,40,2,167,14
M,52,2,107,107
F,26,8,43,2
M,58,1,133,133
F,44,3,79,25
F,59,1,207,85
M,58,1,111,73
M,43,3,53,45
M,56,1,179,103
M,41,3,217,20
M,65,2,268,135
F,44,3,182,34
M,47,2,163,6
F,41,3,139,42
F,25,8,30,5
M,30,9,184,3
F,35,9,209,5
M,36,4,168,35
M,40,4,99,61
F,60,2,260,107
M,37,9,235,13
F,46,3,206,33
M,62,2,216,81
M,47,4,149,42
F,27,8,173,3
F,49,3,165,44
F,31,9,126,1
M,55,3,214,75
M,35,7,359,11
F,34,8,137,4
F,42,3,218,25
F,43,3,30,30
M,23,8,141,3
F,40,3,286,8
F,63,2,224,116
M,36,3,46,34
F,21,7,61,6
F,35,8,30,6
F,39,4,180,29
M,37,3,360,37
F,53,2,150,77
M,25,6,363,2
F,40,3,213,26
M,47,3,30,30
M,58,2,140,126
F,44,4,361,41
M,38,7,64,6
F,45,3,326,43
M,37,7,132,2
F,29,7,149,3
F,62,2,222,123
F,22,8,220,4
M,24,7,309,1
M,51,2,193,98
M,49,3,30,30
F,33,8,300,7
M,35,7,300,2
F,60,2,222,114
F,61,2,50,50
M,45,2,194,40
F,43,3,169,50
M,53,1,30,30
M,41,3,110,25
M,61,3,256,49
M,24,9,72,0
M,60,2,122,105
M,33,7,185,9
F,36,8,155,13
M,60,2,39,39
M,57,2,133,86
M,43,3,219,28
F,45,3,234,25
M,46,2,159,40
F,37,8,266,13
M,47,4,127,65
F,34,8,120,6
F,20,8,364,0
M,56,3,141,12
M,41,3,121,48
M,43,3,269,28
M,40,4,40,20
M,43,2,30,30
M,49,3,252,10
F,30,7,195,9
F,47,2,113,48
M,53,2,141,89
F,20,9,282,1
M,42,3,165,43
M,26,9,150,3
F,34,9,97,17
F,51,1,253,101
M,34,7,230,11
F,36,8,84,4
M,33,9,322,4
F,30,7,80,8
F,37,8,351,16
F,55,2,276,79
M,38,7,166,13
F,53,1,267,35
F,39,3,112,41
M,59,1,247,71
F,41,3,31,31
M,43,4,183,15
F,27,8,194,0
F,34,7,64,5
M,61,2,223,100
F,22,9,93,2
F,47,2,104,26
F,48,2,126,29
M,27,8,187,2
F,43,3,205,0
F,36,2,175,37
F,26,8,165,2
